Tier,Points,Player ID
CHALLENGER,1019,INRKajx_oRkyg_bekW2KXkjUy8CWBmz0vU3lem6IenkdUoNRTPMhfaVSECI5hvRSIh5vZo7unWjbVw
CHALLENGER,1011,QxlWUwv-fcURb7QrhX3U14k1_VOkRCVPuJN8pVGhrsu36G8taem7wr8ifkqoaa2b7f-yYLdBMkU3ag
CHALLENGER,1009,wcxFE36Kq4pkOJ-RsQtJAV3VIBj16fMyCbONKy4w-KtieoB1lp9M1j5O3BAdpFJYZSy4TNAo-ID_lg
CHALLENGER,1008,sewqFIUPNN9VgEzMMlp845l783GfzhCi3cCdCLjmRTrP02Gl33KIGJhgiLZHsNCGzRj5GLM3uytaRg
CHALLENGER,1007,3uGv-WXW8GD8qPAPaiYeD0Nt8luRd1LCpihYoaGzaIMMftrikE2hsOKAxUfxBOIFj1j-eTHCvrduDA
CHALLENGER,1006,PVT4QMypeZtpnwcjQfND7R50naHdH83V7NEzONH-XMMeqIw2KIRu7w8LWuHUsXt5jWorR-a5DpMwDA
CHALLENGER,1006,9ZDwNLnES25fFUtRNoyVjlf8afOch2FJ9Rfy1tFIkH6rhqv16gUtAaQwee_rN1Zb09SIAE8D56yLXg
CHALLENGER,1003,etJG0_51Aln_EtJ2xUHM1M0U37y0drIhjVaJ6fLLVpmP94PLmXSJisWME4zx7-YBFOmPQV2YO0g5lQ
CHALLENGER,1002,BvUVRZNOxbwk4ePs5PGCu0LNNnBwj5JFcJEEe6zE9BRkE4gz8925MOGs67TaR_Iz8jOC5SADSwHogg
CHALLENGER,1002,Opd8nuRW0yw1TmaIm7O1QskGF3KOMvUVIL29jx4lyq8IHvkKxVKfcl_mtTNh7-hq6BEoVp485ShOZw
CHALLENGER,1002,dfHw-pzoqjw4lr6yTALXfWgWzr7n6HYSIw4WYsdc66Nb53od5Q57Oi0-IOZoT-5_5qfMtlwU0NEedw
CHALLENGER,1002,mDTRdv5a9zXldmtKiWTX2XgCdI31huM6EJvvDfMpdhY9kMskq29l9YbDEBswQQaZ-UsSERo3GTe95A
